iter	MultiClass
802	0.07594295973
803	0.07590061673
804	0.07586065971
805	0.07585187479
806	0.0756968043
807	0.07568667673
808	0.0756616041
809	0.07565151886
810	0.07558596023
811	0.07550718442
812	0.07540409004
813	0.07539417482
814	0.07533769056
815	0.07526863212
816	0.07524547879
817	0.07522393577
818	0.07510196336
819	0.07506384083
820	0.07504796581
821	0.07496624074
822	0.0749537425
823	0.0749352677
824	0.07486740763
825	0.07484120225
826	0.07480046586
827	0.07477966826
828	0.0747352167
829	0.0746862043
830	0.07465449577
831	0.07460606993
832	0.07450469402
833	0.07444639708
834	0.07439573816
835	0.07437399275
836	0.07433433822
837	0.07428206075
838	0.07424133381
839	0.07420867374
840	0.07412616334
841	0.07408352318
842	0.0740541935
843	0.0740228603
844	0.07399786124
845	0.07394996987
846	0.0739112024
847	0.0738868885
848	0.07381122032
849	0.07379966812
850	0.07365017389
851	0.07362858056
852	0.07356292936
853	0.07350383989
854	0.07345489002
855	0.07344801601
856	0.07331668682
857	0.0732227558
858	0.07317926789
859	0.07312816086
860	0.07295117255
861	0.07293929475
862	0.07286674384
863	0.0728336736
864	0.07281188119
865	0.07280145024
866	0.07277308444
867	0.07271736692
868	0.07270096206
869	0.0726586909
870	0.07265736103
871	0.07259697561
872	0.07256643014
873	0.07254348905
874	0.07249219003
875	0.07242201952
876	0.07241032956
877	0.07238774623
878	0.07226226612
879	0.07222833728
880	0.07213181604
881	0.07209975757
882	0.07200722576
883	0.0719964984
884	0.07190527054
885	0.07189011257
886	0.07187182631
887	0.07183672083
888	0.07179184131
889	0.07173027521
890	0.07168138462
891	0.07161127405
892	0.07155135722
893	0.07152600073
894	0.07144723702
895	0.07133973955
896	0.07124305262
897	0.07121567624
898	0.07118860218
899	0.07102236465
900	0.071004515
901	0.07086491814
902	0.07082160044
903	0.07078817895
904	0.07069456456
905	0.07064101327
906	0.07061070978
907	0.07056991278
908	0.07038457314
909	0.07030419144
910	0.07029612597
911	0.0702231351
912	0.0702007926
913	0.07015651677
914	0.07010311019
915	0.0700122644
916	0.06989151858
917	0.06982975346
918	0.0697669633
919	0.06974921001
920	0.06971696119
921	0.06971356306
922	0.06970007539
923	0.06961284258
924	0.06958879838
925	0.06954793107
926	0.06948859472
927	0.06939600331
928	0.06936465735
929	0.06931412798
930	0.06929307784
931	0.06920611974
932	0.06918439272
933	0.06913077236
934	0.06909218007
935	0.06904894161
936	0.06902191915
937	0.06898435378
938	0.06887504743
939	0.0687892972
940	0.06872998668
941	0.06871839823
942	0.06868528328
943	0.06865933139
944	0.06864175645
945	0.06861046721
946	0.06853635742
947	0.0684796079
948	0.06840921925
949	0.06831232781
950	0.06828149919
951	0.06824872171
952	0.06824230946
953	0.06819165727
954	0.06817517829
955	0.06814915847
956	0.06814172555
957	0.06810162094
958	0.06800182456
959	0.06795656936
960	0.06793639768
961	0.06783554065
962	0.06777734638
963	0.06766596686
964	0.0675570954
965	0.0674126697
966	0.06730832162
967	0.06727531751
968	0.06727418675
969	0.06723028232
970	0.06719343247
971	0.06716016779
972	0.06714967773
973	0.06712838467
974	0.06708616155
975	0.06700584731
976	0.06697163205
977	0.06694658946
978	0.06692755854
979	0.06692622987
980	0.06691300892
981	0.0668847988
982	0.06684858178
983	0.06682180999
984	0.06678058448
985	0.06674141622
986	0.06673849424
987	0.06672627941
988	0.06668461453
989	0.06668339473
990	0.06665528392
991	0.06664959673
992	0.06652772813
993	0.0664883561
994	0.06645103374
995	0.06642090086
996	0.0663586616
997	0.06631656505
998	0.06630255257
999	0.06628890454
